mw,logp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,num_heavy_atoms,num_rings,qed,lipinski_violations,veber_violations,pains_alerts,permeability_score,pgp_risk,compound_id,smiles,cnn_affinity,type,drug_name,mw_bin,label,ml_score_corrected,composite_corrected,rank_corrected,NOD2_Scout_drugability,cid,name,ml_score,nod2_scout_score,mol_valid,MW,LogP_Crippen,TPSA,HBD,HBA,RotBonds,AromaticRings,FractionCsp3,NumHeavyAtoms,MolarRefractivity,NumRings,QED_score,PAINS_alerts,Brenk_alerts,Lipinski_pass,Veber_pass,Ghose_pass,Egan_pass,LogS_ESOL,Solubility_class,LE,LE_norm,GI_absorb,bioavail,BBB,Vd_class,cyp_risk,hERG_inhib,AMES,hepatotox,carcinogenic,LD50_class,drug_interaction_flag,gi_toxicity_flag,absorption_score,safety_score,metabolism_score,gut_targeting,solubility_score,ADMET_score,hard_flag_reasons,any_hard_filter,soft_flag_reasons,soft_flag_count,safety_penalty,FINAL_SCORE,Tier,final_rank
334.50000000000006,3.710100000000004,,,,,,,,,0.7683828059012026,0,,0,,0,101773,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C)O,6.26370096,Natural,570-52-5,,,,,13.0,0.81610245,101773.0,570-52-5,0.93929356,0.81610245,True,334.50000000000006,3.7101000000000037,57.53,2,3,1,0,0.9523809523809523,24,93.36460000000005,4,0.7683828059012026,0,0,1,1,1,1,-4.185263000000003,poor,0.26098754,0.9818620261496689,1,1.0,1,high,0,,,,,,0,0,1.0,0.9305148417703607,1.0,0.6,0.3,0.8741544525311081,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8376585191018161,3,16
316.441,3.639300000000003,,,,,,,,,0.8314823955760107,0,,0,,0,2516,CC12CCC3=C(C1CCC45C2CCC(C4)C(C5)(CO)O)C=CO3,6.30056572,Natural,"7-(hydroxymethyl)-10b-methyl-3b,4,5,6,7,8,9,10,10a,10b,11,12-dodecahydro-5a,8-methanocyclohepta[5,6]naphtho[2,1-b]furan-7-ol",,,,,28.0,0.7869977,2516.0,"7-(hydroxymethyl)-10b-methyl-3b,4,5,6,7,8,9,10,10a,10b,11,12-dodecahydro-5a,8-methanocyclohepta[5,6]naphtho[2,1-b]furan-7-ol",0.81580764,0.7869977,True,316.441,3.639300000000003,53.6,2,3,1,1,0.8,23,87.02760000000005,5,0.8314823955760107,0,0,1,1,1,1,-4.176693200000002,poor,0.27393764,1.0,1,1.0,1,high,0,,,,,,0,0,1.0,0.9494447186728031,1.0,0.6,0.3,0.8798334156018409,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8359466076350208,3,20
332.4840000000001,3.774200000000003,,,,,,,,,0.7949586169339063,0,,0,,0,101789,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,6.18049812,Natural,600-59-9,,,,,10.0,0.81818575,101789.0,600-59-9,0.93929356,0.81818575,True,332.4840000000001,3.774200000000003,54.370000000000005,1,3,1,0,0.9047619047619048,24,92.29480000000005,4,0.7949586169339063,0,0,1,1,1,1,-4.213146800000002,poor,0.257520755,0.9365350882099474,1,1.0,1,high,0,,,,,,0,0,1.0,0.9384875850801718,1.0,0.6,0.3,0.8765462755240515,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8359433197180419,3,21
312.4530000000001,3.882600000000003,37.3,1.0,2.0,1.0,0.0,0.7619047619047619,23.0,4.0,0.7460501574652694,0,0.0,0,0.7335714285714285,0,fda_380,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,5.83266211,FDA,NORGESTREL,S,1.0,0.999019,0.8294932098021053,4.0,0.8294932098021053,,,,,True,312.4530000000001,3.8826000000000036,37.3,1,2,1,0,0.7619047619047619,23,90.49280000000006,4,0.7460501574652694,0,1,1,1,1,1,-4.157246600000003,poor,0.2535940047826087,0.8851942743410508,1,1.0,1,high,0,,,,,,0,0,1.0,0.9238150472395807,1.0,0.6,0.3,0.8721445141718741,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8301665283656213,3,24
386.23800000000017,3.748080000000002,,,,,,,,,0.7409196323373736,0,,0,,0,100758,C1=CC=C(C(=C1)C2=C(C(=O)N(N=C2C3=CC=CC=C3Cl)CCO)C#N)Cl,6.63462973,Natural,75660-48-9,,,,,8.0,0.82095784,100758.0,75660-48-9,0.95557904,0.82095784,True,386.23800000000017,3.748080000000002,78.91,1,5,4,3,0.10526315789473684,26,101.18980000000002,3,0.7409196323373736,0,0,1,1,1,1,-5.071966000000002,poor,0.25517806653846153,0.9059052987917242,1,1.0,1,high,0,,,,,,0,0,1.0,0.922275889701212,1.0,0.6,0.3,0.8716827669103636,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8292537515470058,3,27
268.356,3.7375000000000025,37.3,1.0,2.0,0.0,1.0,0.5,20.0,4.0,0.7277739364016139,0,0.0,0,0.7335714285714285,0,fda_1322,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,5.28230906,FDA,EQUILIN,S,1.0,0.99853146,0.7918025862625643,53.0,0.7918025862625643,,,,,True,268.356,3.7375000000000025,37.3,1,2,0,1,0.5,20,77.70680000000003,4,0.7277739364016139,0,1,1,1,1,1,-4.043432200000002,poor,0.264115453,1.0,1,1.0,1,high,0,,,,,,0,0,1.0,0.9183321809204841,1.0,0.6,0.3,0.8704996542761453,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8288321256319023,3,28
312.4530000000001,3.882600000000003,37.3,1.0,2.0,1.0,0.0,0.7619047619047619,23.0,4.0,0.7460501574652694,0,0.0,0,0.7335714285714285,0,fda_531,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,5.79364157,FDA,LEVONORGESTREL,S,1.0,0.999019,0.8270904406089076,5.0,0.8270904406089076,,,,,True,312.4530000000001,3.8826000000000036,37.3,1,2,1,0,0.7619047619047619,23,90.49280000000006,4,0.7460501574652694,0,1,1,1,1,1,-4.157246600000003,poor,0.2518974595652174,0.8630125700298158,1,1.0,1,high,0,,,,,,0,0,1.0,0.9238150472395807,1.0,0.6,0.3,0.8721445141718741,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8272275271765386,3,33
300.74500000000006,3.3712000000000018,40.620000000000005,0.0,2.0,1.0,2.0,0.125,21.0,3.0,0.7576569223589451,0,0.0,0,0.7098571428571427,0,fda_1525,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,5.46926641,FDA,CLOBAZAM,S,1.0,0.90501153,0.7788640684386386,95.0,0.7788640684386386,,,,,True,300.74500000000006,3.3712000000000018,40.620000000000005,0,2,1,2,0.125,21,83.06700000000002,3,0.7576569223589451,0,1,1,1,1,1,-4.255808333333335,poor,0.26044125761904763,0.9747195850755924,1,1.0,1,high,0,,,,,,0,0,1.0,0.9272970767076835,1.0,0.6,0.3,0.8731891230123051,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8248878751337638,3,36
336.516,3.5019000000000036,,,,,,,,,0.6866507227267616,0,,0,,0,101967,C[C@@H]([C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C)O)O,6.31255388,Natural,PREGNANETRIOL,,,,,36.0,0.77237,101967.0,PREGNANETRIOL,0.84884197,0.77237,True,336.516,3.5019000000000036,60.69,3,3,1,0,1.0,24,94.36440000000006,4,0.6866507227267616,0,0,1,1,1,1,-4.066596200000002,poor,0.2630230783333333,1.0,1,1.0,1,high,0,,,,,,0,0,1.0,0.9059952168180284,1.0,0.6,0.3,0.8667985650454085,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8196096846249578,3,41
381.3790000000001,3.5139200000000015,,,,,,,,,0.7541053298167572,0,,0,,0,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,6.36811304,Natural,celecoxib,,,,,17.0,0.8088706,2662.0,celecoxib,0.9515689,0.8088706,True,381.3790000000001,3.5139200000000015,77.98,1,4,3,3,0.11764705882352941,26,90.11220000000003,3,0.7541053298167572,0,0,1,1,1,1,-4.960319400000001,poor,0.2449274246153846,0.7718819283520771,1,1.0,1,high,0,,,,,,0,0,1.0,0.9262315989450272,1.0,0.6,0.3,0.872869479683508,hepatotox_unknown;,False,cns_effects_possible;formulation_challenge;,2,1.0,0.8133130625450901,3,47
