#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
3.0%,152500,610.0000000014564,-1539212.9006348643,246237.30011319646,312.3837348660582,0,--
3.1%,155000,620.0000000015042,-1538679.1707026092,245984.89564571323,312.0635272849442,265,1:45:27
3.1%,157500,630.0000000015519,-1536817.922176104,244299.33866682113,309.9251811279899,264,1:45:37
3.2%,160000,640.0000000015997,-1541207.1824597968,244869.51270018634,310.648520337705,264,1:45:33
3.2%,162500,650.0000000016474,-1538903.0561521314,245976.70737051315,312.0531394030598,264,1:45:30
3.3%,165000,660.0000000016952,-1539316.1953105163,246944.25679605713,313.2806004866568,264,1:45:25
3.4%,167500,670.0000000017429,-1539165.7168999258,244377.56643236396,310.02442312568587,264,1:45:24
3.4%,170000,680.0000000017907,-1537939.5432769228,244670.2914424861,310.39578250912865,264,1:45:29
3.5%,172500,690.0000000018384,-1538850.1281585237,246319.08378789597,312.48748799258277,264,1:45:28
3.5%,175000,700.0000000018862,-1538054.289169684,245491.0918595007,311.43707357156626,264,1:45:27
3.5%,177500,710.0000000019339,-1538064.4702045023,247074.98262334245,313.44644303834195,263,1:45:25
3.6%,180000,720.0000000019817,-1540142.666988193,245135.81418906103,310.9863580806336,263,1:45:24
3.6%,182500,730.0000000020294,-1542886.3821316278,245117.12629650894,310.9626500816037,263,1:45:23
3.7%,185000,740.0000000020772,-1538081.2518204218,243839.64432946395,309.34199964437875,263,1:45:21
3.8%,187500,750.0000000021249,-1539773.9911215343,243883.4885635212,309.3976217031849,263,1:45:19
3.8%,190000,760.0000000021727,-1539867.914261924,244168.81457838754,309.7595945080256,263,1:45:13
3.9%,192500,770.0000000022204,-1539231.4686708217,245871.4806007608,311.91964569057996,263,1:45:08
3.9%,195000,780.0000000022682,-1538909.9997825753,244703.76963244381,310.4382539056666,263,1:45:05
4.0%,197500,790.0000000023159,-1539112.352572986,246522.9769519192,312.7461527361531,263,1:45:00
4.0%,200000,800.0000000023637,-1538192.337685599,245166.56903449475,311.02537456382845,263,1:44:56
4.0%,202500,810.0000000024114,-1540271.4720646786,245446.25534129117,311.38019267248944,263,1:44:53
4.1%,205000,820.0000000024592,-1540263.8596932925,244619.96894482238,310.33194193842405,263,1:45:00
4.2%,207500,830.0000000025069,-1540208.3000994958,244396.96614262683,310.0490341571764,263,1:44:58
4.2%,210000,840.0000000025547,-1539176.3577576838,244850.0770641153,310.62386372969894,263,1:44:56
4.2%,212500,850.0000000026024,-1537708.7427895414,244722.71776389805,310.4622920512672,263,1:44:59
4.3%,215000,860.0000000026502,-1539982.0627991864,245373.66698236944,311.2881049885466,263,1:44:57
4.3%,217500,870.0000000026979,-1538314.3576800814,245015.44914194936,310.83365951324845,263,1:44:53
4.4%,220000,880.0000000027457,-1539567.408728905,246632.71617896046,312.8853710819874,263,1:44:51
4.5%,222500,890.0000000027934,-1540704.8314258438,245095.504136322,310.93521958609404,263,1:44:48
4.5%,225000,900.0000000028411,-1540051.7458907738,244926.85641339357,310.72126822478197,263,1:44:44
4.5%,227500,910.0000000028889,-1539628.1437560422,245115.79676971067,310.9609634055938,263,1:44:41
4.6%,230000,920.0000000029366,-1539570.0753857223,244845.20974797808,310.6176889121834,263,1:44:37
4.7%,232500,930.0000000029844,-1538144.8494335627,245725.13475353463,311.7339871314679,263,1:44:33
4.7%,235000,940.0000000030321,-1539451.4903079616,244922.48291859703,310.71571988324985,263,1:44:30
4.8%,237500,950.0000000030799,-1538977.7882950976,245385.71284584366,311.3033867180816,263,1:44:25
4.8%,240000,960.0000000031276,-1540713.771358435,243585.06365652313,309.01903126630845,263,1:44:21
4.8%,242500,970.0000000031754,-1538278.7517240644,244706.94353879348,310.4422804147258,263,1:44:17
4.9%,245000,980.0000000032231,-1543175.9280695543,244302.9477256211,309.9297596839876,263,1:44:13
5.0%,247500,990.0000000032709,-1541060.786507057,243408.88365801313,308.7955242431322,263,1:44:09
5.0%,250000,1000.0000000033186,-1539849.4127245117,244647.9245939221,310.3674072804838,263,1:44:06
5.0%,252500,1010.0000000033664,-1540751.9362957077,246263.27868321093,312.4166920286159,263,1:44:05
5.1%,255000,1020.0000000034141,-1541822.7613193896,245342.13727490423,311.24810549304897,263,1:44:01
5.2%,257500,1030.0000000032912,-1540120.5643800274,245617.06813673716,311.59689070718935,263,1:43:57
5.2%,260000,1040.0000000030548,-1539682.5474024434,244954.9848774566,310.7569528048842,263,1:43:54
5.2%,262500,1050.0000000028183,-1540306.0380877461,245403.34009326884,311.3257491521383,263,1:43:51
5.3%,265000,1060.0000000025818,-1539165.1311799325,245114.06026164486,310.95876042141975,263,1:43:47
5.3%,267500,1070.0000000023454,-1538292.2012709202,244233.057372189,309.8410947675586,263,1:43:44
5.4%,270000,1080.000000002109,-1540957.5077586286,243916.2600299297,309.4391965298622,263,1:43:41
5.5%,272500,1090.0000000018724,-1537619.7164932722,246288.59856205445,312.44881355657236,263,1:43:37
5.5%,275000,1100.000000001636,-1539543.9647977604,245549.06833918748,311.5106242044339,263,1:43:34
5.5%,277500,1110.0000000013995,-1541399.7469813386,245624.61857261122,311.6064694077238,263,1:43:31
5.6%,280000,1120.000000001163,-1538625.5201778067,243574.96796876064,309.00622358588055,263,1:43:27
5.7%,282500,1130.0000000009265,-1538775.2871145634,245198.09058368925,311.0653637095087,263,1:43:24
5.7%,285000,1140.00000000069,-1538524.6059426544,245408.89247590333,311.3327930647542,263,1:43:21
5.8%,287500,1150.0000000004536,-1541157.0553895328,244606.26029566932,310.3145507510596,263,1:43:17
5.8%,290000,1160.0000000002171,-1539446.3429324478,246865.70930170035,313.1809528717737,263,1:43:14
5.8%,292500,1169.9999999999807,-1540978.4821032928,245186.6601660924,311.05086275234936,263,1:43:10
5.9%,295000,1179.9999999997442,-1540533.0016145092,244052.47230095742,309.6119993421846,263,1:43:06
6.0%,297500,1189.9999999995077,-1540239.3125002682,243149.7390534555,308.4667659298918,263,1:43:03
6.0%,300000,1199.9999999992713,-1539978.8788307738,244621.44680805778,310.33381679831285,263,1:42:59
6.0%,302500,1209.9999999990348,-1542011.8276945306,245256.439411865,311.1393867143996,263,1:42:56
6.1%,305000,1219.9999999987983,-1540393.5546610402,244984.39475224877,310.79426301956454,263,1:42:52
6.2%,307500,1229.9999999985619,-1539096.8653895939,244306.2765646058,309.93398274505233,263,1:42:49
6.2%,310000,1239.9999999983254,-1540138.9993412644,245584.28168692798,311.555296872138,263,1:42:45
6.2%,312500,1249.999999998089,-1539032.0833237935,245103.8612476696,310.9458216583807,263,1:42:41
6.3%,315000,1259.9999999978525,-1539426.3650242696,245095.34207468608,310.93501399003253,263,1:42:38
6.3%,317500,1269.999999997616,-1539783.6122322287,245002.12246584022,310.81675290789497,263,1:42:34
6.4%,320000,1279.9999999973795,-1539602.876852884,244352.10191113595,309.99211810023223,263,1:42:31
6.5%,322500,1289.999999997143,-1539637.479072784,243614.18564598274,309.0559762613597,263,1:42:27
6.5%,325000,1299.9999999969066,-1540440.8729096865,244254.74296239237,309.86860573221503,263,1:42:24
6.5%,327500,1309.99999999667,-1541181.7716462575,245453.82364292894,311.3897940380466,263,1:42:20
6.6%,330000,1319.9999999964336,-1539752.997541897,244188.07999591026,309.78403517187604,263,1:42:16
6.7%,332500,1329.9999999961972,-1537509.258833862,245818.79285430515,311.85280449709734,263,1:42:13
6.7%,335000,1339.9999999959607,-1537972.751743015,246031.33198876516,312.12243776791905,263,1:42:09
6.8%,337500,1349.9999999957242,-1538177.207845537,244514.74921207994,310.19845715329774,263,1:42:05
6.8%,340000,1359.9999999954878,-1543087.3990992922,243477.85718332962,308.883026044993,263,1:42:02
6.8%,342500,1369.9999999952513,-1540417.4493493568,245039.34351169734,310.8639725992866,263,1:41:59
6.9%,345000,1379.9999999950148,-1540336.952586569,245038.8400143736,310.8633338480722,263,1:41:55
7.0%,347500,1389.9999999947784,-1540788.4050057987,245596.77047919802,311.5711405139075,263,1:41:52
7.0%,350000,1399.999999994542,-1540150.7386559546,247685.52112290048,314.2209897730722,263,1:41:48
7.0%,352500,1409.9999999943054,-1542380.3290642789,245709.53991799222,311.7142030736947,263,1:41:46
7.1%,355000,1419.999999994069,-1539315.467853888,245780.32816531468,311.804007084188,263,1:41:43
7.2%,357500,1429.9999999938325,-1540413.7909490177,244709.63961504342,310.4457007347507,263,1:41:39
7.2%,360000,1439.999999993596,-1541894.1503507914,245595.7233541476,311.56981210089305,263,1:41:36
7.2%,362500,1449.9999999933596,-1540624.4566117302,246023.4664259436,312.11245928825775,263,1:41:33
7.3%,365000,1459.999999993123,-1539649.8583121179,245715.41277411173,311.7216535482089,263,1:41:29
7.3%,367500,1469.9999999928866,-1539479.9642932406,246123.36958231698,312.23919931139187,263,1:41:26
7.4%,370000,1479.9999999926501,-1541227.533612595,244711.3038303778,310.44781200628233,263,1:41:23
7.5%,372500,1489.9999999924137,-1539343.7263423083,245788.5371893197,311.8144212886043,263,1:41:20
7.5%,375000,1499.9999999921772,-1541060.4427334573,243959.5487524542,309.49411385072943,263,1:41:16
7.5%,377500,1509.9999999919407,-1539604.1067974428,244849.92973272564,310.62367682085227,263,1:41:13
