#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
3.0%,152500,610.0000000014564,-3528358.309925394,576500.2998145032,311.5354749120054,0,--
3.1%,155000,620.0000000015042,-3531237.370401431,574650.4812238258,310.5358499103651,220,2:07:08
3.1%,157500,630.0000000015519,-3529355.54957889,573822.8736357347,310.08861835978354,220,2:07:01
3.2%,160000,640.0000000015997,-3526844.722108254,574717.7742572275,310.57221444846823,220,2:06:44
3.2%,162500,650.0000000016474,-3526669.3328980636,574005.4818195319,310.1872981476004,220,2:06:34
3.3%,165000,660.0000000016952,-3531175.8141708,577461.2373408483,312.05475673844506,220,2:06:44
3.4%,167500,670.0000000017429,-3526818.3571537603,578755.5292579021,312.754180220417,220,2:06:32
3.4%,170000,680.0000000017907,-3527545.3488278966,576662.244234029,311.6229881911183,220,2:06:25
3.5%,172500,690.0000000018384,-3529037.276802331,576074.2157723237,311.3052230032457,220,2:06:26
3.5%,175000,700.0000000018862,-3528777.8736675642,574740.3251299356,310.5844007332647,220,2:06:23
3.5%,177500,710.0000000019339,-3528898.688115863,575966.9926990385,311.2472806377896,220,2:06:18
3.6%,180000,720.0000000019817,-3526346.999329675,575108.3520112045,310.78327908471283,220,2:06:12
3.6%,182500,730.0000000020294,-3528896.2188761495,576147.733550667,311.34495133642787,220,2:06:06
3.7%,185000,740.0000000020772,-3527797.2747047767,577315.6034360065,311.976057511883,220,2:06:02
3.8%,187500,750.0000000021249,-3531792.1437505335,573878.3097045382,310.1185755029585,220,2:06:00
3.8%,190000,760.0000000021727,-3529481.9508604053,574536.1567861447,310.47407003271627,220,2:05:55
3.9%,192500,770.0000000022204,-3528220.8497812655,573930.6391155338,310.1468538367454,220,2:05:49
3.9%,195000,780.0000000022682,-3528551.0518003907,577187.8569586056,311.9070244870638,220,2:05:48
4.0%,197500,790.0000000023159,-3525800.690118842,575781.1670731204,311.1468621737578,220,2:05:44
