mw,logp,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,fraction_csp3,num_heavy_atoms,num_rings,qed,lipinski_violations,veber_violations,pains_alerts,permeability_score,pgp_risk,compound_id,smiles,cnn_affinity,type,drug_name
749.956,5.254120000000005,156.89,2,10,8,3,0.5526315789473685,52,7,0.29372395978334304,2,1,0,0.0,1,fda_1628,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C,6.50695038,FDA,SIMEPREVIR
365.8420000000001,2.714120000000001,92.5,2,4,2,2,0.1875,24,3,0.8553020577996142,0,0,0,0.3392857142857143,0,fda_1149,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,5.24769831,FDA,METOLAZONE
360.42900000000003,3.675200000000003,52.61,1,5,12,2,0.35,26,2,0.5854024605222118,0,1,0,0.6242142857142857,0,fda_1775,CNc1ccc(/C=C/c2ccc(OCCOCCOCCF)nc2)cc1,4.70371199,FDA,FLORBETAPIR
454.3320000000002,-2.8705599999999976,213.75,4,12,7,1,0.4117647058823529,31,3,0.21019424033840056,1,1,0,0.0,0,fda_1324,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,4.64546061,FDA,RIBOFLAVIN PHOSPHATE
499.6190000000003,4.509800000000003,87.55,2,8,10,4,0.25,37,4,0.3105348061023151,0,0,0,0.37464285714285717,1,fda_1812,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.13331795,FDA,OSIMERTINIB
521.5960000000002,-2.4744,270.21999999999997,2,17,8,2,0.5,31,3,0.26857184963260466,2,1,0,0.0,1,fda_1682,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO[P@](=O)([O-])O[P@@](=O)([O-])OP(=O)([O-])[O-])O1,4.74180841,FDA,M CLADRIBINE
551.7690000000003,3.2935000000000043,146.13,4,7,19,1,0.7333333333333333,39,1,0.19299410257077063,1,2,0,0.0,0,fda_1307,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,5.60153198,FDA,ALISKIREN
152.113,-1.0605000000000004,94.4,3,3,0,2,0.0,11,2,0.44866812387763694,0,0,0,0.3257142857142856,0,fda_1755,O=c1[nH]c(=O)c2cn[nH]c2[nH]1,4.11631584,FDA,M ALLOPURINOL
436.5550000000003,-0.7570999999999966,112.6,1,8,8,1,0.55,29,3,0.5661132077880987,0,0,0,0.19571428571428573,0,fda_1681,C[C@H](N[C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CC2(C[C@H]1C(=O)[O-])SCCS2,4.43182135,FDA,SPIRAPRILAT
292.37899999999996,1.6990999999999998,70.58999999999999,3,4,5,1,0.5625,21,2,0.7723075202218123,0,0,0,0.4957857142857144,0,fda_1180,CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,3.21930432,FDA,CARTEOLOL
358.39300000000014,0.9455199999999992,77.4,1,6,3,2,0.47368421052631576,26,4,0.8838535055660096,0,0,0,0.44714285714285706,0,fda_1199,Cc1c(F)c(N2CCN[C@H](C)C2)cc2c1c(=O)c(C(=O)[O-])cn2C1CC1,4.80435896,FDA,GREPAFLOXACIN
604.7209999999999,-0.03739999999999888,179.7,2,14,9,3,0.2727272727272727,39,5,0.14484889946100213,2,1,0,0.0,1,fda_1566,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(N)n1,4.83029604,FDA,M CEFTAROLINE
404.55100000000016,3.4323000000000023,71.03000000000002,2,5,11,1,0.6956521739130435,29,3,0.5530897750136828,0,1,0,0.49264285714285705,0,fda_1728,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,4.53364134,FDA,ELIGLUSTAT
670.855,3.092400000000003,166.75,5,7,12,3,0.5,49,5,0.19750207121883467,1,2,0,0.0,1,fda_1268,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,5.4330163,FDA,SAQUINAVIR
612.6320000000002,3.6271200000000023,200.00999999999996,5,11,8,3,0.3870967741935484,44,4,0.18374628974710105,2,1,0,0.0,1,fda_1000,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,5.71098089,FDA,NOVOBIOCIN
404.5070000000002,2.423,68.31,0,6,6,1,0.6363636363636364,29,3,0.6786181154392725,0,0,0,0.5120714285714285,0,fda_1460,CCN(CC)C(=O)[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@H]1OC(C)=O,4.1828413,FDA,BENZQUINAMIDE
265.356,3.620200000000003,21.259999999999998,1,2,3,2,0.2222222222222222,20,3,0.8558224264516979,0,0,0,0.8481428571428572,0,fda_1747,CNCC/C=C1\c2ccccc2COc2ccccc21,4.11050367,FDA,M DOXEPIN
448.9500000000001,5.683140000000005,69.64,2,3,3,3,0.23076923076923078,32,4,0.540891219756549,1,0,0,0.5025714285714286,1,fda_1492,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@H](O)c3cc(Cl)ccc32)c(C)c1,5.44702864,FDA,TOLVAPTAN
341.4510000000001,3.2414000000000023,58.559999999999995,2,4,11,2,0.38095238095238093,25,2,0.4865357366381187,0,1,0,0.5817142857142857,0,fda_1178,CCCNC[C@@H](O)COc1ccccc1C(=O)CCc1ccccc1,3.94263721,FDA,PROPAFENONE
541.5690000000002,-2.2519999999999962,207.73999999999995,3,13,9,2,0.3333333333333333,35,4,0.17427950271623743,2,1,0,0.0,1,fda_1039,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,4.51875544,FDA,CEFONICID
89.07,-1.8829000000000002,60.36,1,3,1,0,0.6666666666666666,6,0,0.40858641244745625,0,0,0,0.5688571428571428,0,fda_1202,C[C@H](O)C(=O)[O-],2.7041328,FDA,LACTIC ACID
302.34900000000005,2.3681,64.35,2,3,7,2,0.23529411764705882,22,2,0.8250455320199923,0,0,0,0.540357142857143,0,fda_1827,C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,3.31493688,FDA,SAFINAMIDE
614.4830000000003,3.4326000000000025,136.82000000000002,1,7,7,4,0.20689655172413793,41,5,0.3369312317444118,1,0,0,0.022714285714285576,1,fda_1824,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)[O-])c1,5.02756929,FDA,LIFITEGRAST
613.8030000000003,2.8669000000000016,118.03000000000002,4,7,11,3,0.4722222222222222,45,5,0.2628234200956571,1,1,0,0.1569285714285713,1,fda_1271,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,5.06193924,FDA,INDINAVIR
181.16199999999998,-1.5621999999999983,92.17,2,4,5,0,0.8333333333333334,12,0,0.5360122413008694,0,0,0,0.34164285714285714,0,fda_1558,NCCC[C@@](N)(C(=O)[O-])C(F)F,3.29629827,FDA,EFLORNITHINE
489.9310000000001,5.544200000000004,91.92,2,4,7,4,0.13043478260869565,33,4,0.33309063319660087,1,0,0,0.3434285714285714,1,fda_1528,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,5.40291452,FDA,VEMURAFENIB
602.9050000000001,3.633500000000006,59.08,0,6,4,0,0.9428571428571428,43,6,0.3620424161456103,1,0,0,0.5780000000000001,0,fda_1248,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,6.06469393,FDA,PIPECURONIUM
323.371,2.979300000000001,56.92,3,2,3,3,0.21052631578947367,24,4,0.6939222125348533,0,0,0,0.5934285714285714,0,fda_1826,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,5.04596853,FDA,RUCAPARIB
278.4190000000001,4.358700000000004,0.0,0,0,2,2,0.3,21,3,0.7160780584944451,0,0,0,1.0,0,fda_106,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,4.52620554,FDA,DIPHEMANIL
254.28599999999997,-0.18789999999999946,93.80999999999999,3,5,6,1,0.4166666666666667,18,1,0.6540368201081147,0,0,0,0.32992857142857146,0,fda_1187,COc1ccc(OC)c([C@H](O)CNC(=O)CN)c1,3.44303036,FDA,MIDODRINE
545.6290000000004,2.5807,123.99000000000002,2,10,9,1,0.6551724137931034,39,5,0.4476247910169288,1,0,0,0.11435714285714271,0,fda_1594,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,5.15336227,FDA,OMACETAXINE MEPESUCCINATE
283.348,-0.527799999999998,104.47999999999999,2,5,6,0,0.7142857142857143,20,1,0.6817577267914008,0,0,0,0.2537142857142858,0,fda_1561,CCC(CC)O[C@@H]1C=C(C(=O)[O-])C[C@H](N)[C@H]1NC(C)=O,4.08763361,FDA,M OSELTAMIVIR
319.4450000000001,3.0299000000000014,41.93,1,4,4,1,0.6842105263157895,23,3,0.9261145183663507,0,0,0,0.7005,0,fda_1638,COc1cc2c(cc1OC)[C@@H]1C[C@H](O)[C@@H](CC(C)C)CN1CC2,4.25459814,FDA,M TETRABENAZINE
129.09099999999998,-1.5345000000000004,66.43,0,4,2,0,0.2,9,0,0.33468865386967944,0,0,0,0.5255,0,fda_1624,COC(=O)/C=C/C(=O)[O-],4.53428936,FDA,MONOMETHYL FUMARATE
412.6140000000003,6.400500000000007,43.370000000000005,0,3,4,0,0.8518518518518519,30,5,0.5017591238230259,1,0,0,0.6902142857142857,0,fda_1335,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,6.27472258,FDA,TESTOSTERONE CYPIONATE
181.16199999999998,-1.5621999999999983,92.17,2,4,5,0,0.8333333333333334,12,0,0.5360122413008694,0,0,0,0.34164285714285714,0,fda_1402,NCCC[C@](N)(C(=O)[O-])C(F)F,2.75194836,FDA,EFLORNITHINE
456.3220000000001,4.245200000000003,90.92999999999999,1,7,7,1,0.38095238095238093,30,2,0.48477331260825746,0,0,0,0.35050000000000003,0,fda_1439,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc(Cl)c1Cl,4.44425201,FDA,CLEVIDIPINE
402.48700000000014,2.1284,100.90000000000002,2,6,3,0,0.6956521739130435,29,4,0.7016123362777874,0,0,0,0.27928571428571414,0,fda_172,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5.64298868,FDA,PREDNISOLONE ACETATE
233.31099999999995,2.0852999999999997,38.33,1,3,3,1,0.5,17,2,0.8123400616112664,0,0,0,0.7262142857142857,0,fda_180,COC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1,3.19584346,FDA,METHYLPHENIDATE
135.20999999999998,1.5763,26.02,1,1,2,1,0.3333333333333333,10,1,0.6542162175383444,0,0,0,0.8141428571428572,0,fda_1332,C[C@H](N)Cc1ccccc1,2.81100678,FDA,DEXTROAMPHETAMINE
510.56300000000016,-2.204499999999997,193.64000000000004,2,15,8,2,0.375,33,4,0.16856102973059675,2,1,0,0.0,1,fda_1036,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,4.98890781,FDA,CEFMENOXIME
205.30100000000002,2.5996000000000006,20.310000000000002,0,2,5,1,0.46153846153846156,15,1,0.6885993839924636,0,0,0,0.8549285714285714,0,fda_1119,CCN(CC)[C@H](C)C(=O)c1ccccc1,3.42219257,FDA,DIETHYLPROPION
149.19,-1.734699999999999,63.93000000000001,3,4,6,0,1.0,10,0,0.419530358360434,0,0,0,0.5433571428571429,0,fda_1342,OCCN(CCO)CCO,2.56090617,FDA,TROLAMINE
247.33799999999994,2.2131,29.54,0,3,3,1,0.5333333333333333,18,2,0.7669944339918414,0,0,0,0.789,0,fda_14,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,3.99196529,FDA,MEPERIDINE
293.37000000000006,3.1285200000000017,39.82,0,4,2,3,0.3333333333333333,22,4,0.7280085381147323,0,0,0,0.7155714285714285,0,fda_1192,Cc1nccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,3.9746542,FDA,ONDANSETRON
245.32199999999995,2.2512,38.33,1,2,4,1,0.5333333333333333,18,3,0.8832265983704791,0,0,0,0.7262142857142857,0,fda_1736,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,3.6575706,FDA,TASIMELTEON
502.9540000000002,-0.7574999999999965,154.45,3,10,9,0,0.9444444444444444,31,2,0.2705308269334761,1,1,0,0.0,0,fda_1445,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,3.81997371,FDA,CLINDAMYCIN PHOSPHATE
482.82100000000014,5.688800000000002,92.35000000000001,3,4,5,3,0.09523809523809523,33,3,0.40735964520341955,1,0,0,0.3403571428571428,1,fda_1585,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,5.22351837,FDA,REGORAFENIB
